"","ale","county_name","state_abbr","population_size","population_density","poverty","age_19_under","age_19_64","age_65_84","age_85_and_over","white","black","native_american","asian","hispanic","all_death","health_status","unhealthy_days","no_exercise","few_fruit_veg","obesity","high_blood_pres","smoker","diabetes","uninsured","elderly_medicare","disabled_medicare","prim_care_phys_rate","dentist_rate","no_hs_diploma","unemployed","sev_work_disabled","major_depression","recent_drug_use"
"310",79.2,"Middlesex","CT",163214,442,5.1,23.3,62.9,11.2,2.6,91.8,4.7,0.2,2.1,3.5,725.8,11.1,5.3,18,73.5,18.8,25.2,18.3,5.2,11370,21120,2818,93.7,60.7,12744,3854,4010,11674,10553
"311",78,"New Haven","CT",846766,1398,9.4,24.9,61.2,11.1,2.8,82.4,12.6,0.3,3.3,11.7,765,13.6,6,25.4,70.5,21,25.4,20.1,7.3,92560,114109,17691,143.8,59,96328,23141,21587,59388,56189
"312",78.8,"New London","CT",266618,400,6.6,24.7,62.2,11,2.1,87.6,6,0.9,3.2,5.9,818.6,12,5.5,20.3,72,19.3,25.3,21.3,6.6,23723,34186,5204,75,56.3,25168,6553,8486,18761,17581
"313",78.7,"Tolland","CT",147634,360,5.3,24.2,65.3,9,1.6,92.6,3.4,0.2,2.8,3.4,711.4,9.2,5.1,17.8,73.3,18.7,20.2,18.7,4.2,11139,14365,1910,69.1,42.7,10162,3374,2492,10524,11261
"314",76.8,"Windham","CT",115826,226,8.1,24.5,63.7,9.7,2.2,94.7,2.3,0.5,1.1,7.4,904.5,13.4,6.2,24.9,71.2,23.5,29.8,24.2,7.4,11524,13341,2836,57.8,31.9,15624,3325,1793,8177,8035
"315",75.8,"Kent","DE",143968,244,10.6,26.3,61.4,10.8,1.5,73.7,22,0.6,1.9,3.7,907.6,14,6.1,26.9,80.4,25.2,28.6,24.6,8.5,17333,14922,3232,50.7,32.6,19099,2670,3114,8167,9653
"316",76.5,"New Castle","DE",523008,1227,8.2,25.1,63.3,9.9,1.6,72.3,22.5,0.3,3.6,6.6,857.3,12.2,6,23,78.2,20.5,25.8,22.1,6.6,51503,56658,9842,97.3,46.5,50065,12469,11659,30114,34566
"317",76.5,"Sussex","DE",176548,188,10,21.4,59.1,17.2,2.2,83.5,14.1,0.6,0.9,5.8,837.8,16,6.2,27.9,78.9,24.5,32.5,24.7,8.9,21623,30270,4295,63.4,14.2,29734,3333,5203,10618,10978
"318",72,"Washington","DC",550521,8966,17.5,21.5,66.3,10.5,1.8,38,57,0.3,3.2,8.4,1024.9,12.2,5.4,22.2,68.1,21.3,26.7,20.4,7.8,-2222,63403,10262,227.6,102.8,85615,19159,15471,39452,38591
"319",76.4,"Alachua","FL",223852,256,16.1,23.7,66.1,9,1.2,73.7,20,0.3,4.4,6.3,892,10.9,5.9,23.3,73.7,17.5,23.1,22,7.1,33617,22087,4869,220.7,97.4,15317,3553,7283,12219,15278
"320",70.2,"Baker","FL",24569,42,13.7,27.2,63.2,9,0.7,85.3,13.3,0.3,0.5,2.3,1137.3,27,8.2,37.1,81.3,34.4,-1111.1,33.9,10.3,2735,1996,841,32.6,12.2,4348,384,737,1275,1346
"321",75.3,"Bay","FL",161558,212,12.8,24.6,61.4,12.8,1.2,84.4,11.3,0.8,1.9,3.1,961.1,18.5,6.3,23.7,76.6,20.5,22.4,24.7,6.9,21318,20927,4534,56.9,37.1,20866,2962,6190,8648,8385
"322",74.2,"Bradford","FL",28118,96,16.2,21.9,65.4,11.5,1.3,76.3,21.9,0.4,0.8,2.9,1045.2,13.5,5.4,32.2,84.3,25.9,-1111.1,21.8,8.1,3409,2734,741,21.3,24.9,5046,419,1000,1558,1519
"323",77.9,"Brevard","FL",531250,522,10.1,22,57.9,17.7,2.4,86.9,9.4,0.4,1.9,6,796.5,15.5,6.3,23.7,76.4,20.3,31.5,27.8,8.8,58996,90785,12695,71,40.8,51430,9110,15071,29410,27814
"324",78.3,"Broward","FL",1777638,1475,12.5,25.6,60.4,11.4,2.6,70.4,24.9,0.3,3,21.7,748.2,13.5,5.6,25.8,70.3,18.8,24.8,18.4,7.1,264560,217263,27629,75.5,43,215578,35063,56494,93982,90741
"325",74.5,"Calhoun","FL",13290,23,18.1,23.1,62.5,12.5,1.8,81.3,15.9,1.4,0.6,4.4,1009.3,15.5,3.9,-1111.1,-1111.1,17,-1111.1,-1111.1,4.8,2015,1685,459,45.1,30.1,2789,219,553,726,722
"326",79.5,"Charlotte","FL",157536,227,9.3,16.2,50.1,29.2,4.6,92.7,5.3,0.2,1.1,4.2,680,14.9,5.9,22.9,73.2,23.1,37.6,19.9,9.1,15876,37662,3811,66.7,27.3,22147,2371,5075,9319,7812
"327",76.7,"Citrus","FL",134370,230,12.4,17.4,51.9,26.9,3.7,94.9,2.8,0.4,1.1,3.4,873.7,19.9,6.7,28.7,71.9,17.6,38.9,21.8,11.6,16855,33560,3961,52.8,21.6,22320,1957,4843,7846,6849
"328",75.9,"Clay","FL",171095,285,7.4,26.5,63.3,9.4,0.8,86.6,8.7,0.5,2.5,5.5,978,12.5,6.3,21.4,75.6,20.6,21.8,28.9,7.9,17984,15021,2731,70.7,41.5,15154,2843,4770,8959,9192
"329",81,"Collier","FL",307242,152,9.6,21.7,54.6,21.1,2.7,92,5.9,0.4,1.1,24.2,581.9,13.3,4.4,21.3,73.4,19.8,29,17.6,8.4,35984,50728,3430,68.7,34.2,40191,4550,9940,17017,15397
"330",73.8,"Columbia","FL",64040,80,15.6,25.3,60.6,12.6,1.4,80.4,17.4,0.6,0.8,3.5,1068,23.9,7.8,30.4,-1111.1,24.8,-1111.1,26.3,10.4,9336,7749,2132,43.7,25,10688,983,3071,3400,3436
"331",77.6,"DeSoto","FL",35406,56,18.3,23.9,58.6,15.6,1.9,84.4,11.8,2.9,0.6,31.2,767,23.6,4.3,-1111.1,78.5,23.9,-1111.1,26,11.3,6924,4244,811,39.5,5.6,8538,622,1032,1914,1975
"332",74.2,"Dixie","FL",14647,21,18.6,21.7,60.3,16.5,1.5,89.3,9.5,0.5,0.3,2.1,969.1,-1111.1,-1111.1,-1111.1,-1111.1,25.3,-1111.1,-1111.1,7.4,2414,2139,651,13.7,13.7,3501,224,745,812,776
"333",74.5,"Duval","FL",826436,1068,12.8,28.1,61.6,9.3,1,64.7,30,0.4,3.4,5.3,992.8,15.2,6.1,24.2,77.6,24.4,29.4,21,6.5,108555,81079,17218,107.9,39.6,91506,17465,25590,42316,42938
"334",75.2,"Escambia","FL",296772,448,15.7,26,59.4,13.1,1.5,71.4,23,0.9,2.6,2.9,952.9,18,6.7,27.9,72.7,27,33.3,26.5,8.4,43450,38777,8158,86.3,44.8,34278,5463,12146,15660,16317
"335",78.4,"Flagler","FL",76410,158,8.2,18.3,56.6,22.6,2.5,88,9.2,0.3,1.6,6.6,726.1,16.2,5.5,21.8,65.6,14.1,34.3,19.5,9.7,6658,15089,1769,35.3,17,8014,1042,2702,4412,4003
"336",74.5,"Franklin","FL",10177,19,14.6,21.7,62,14.7,1.6,88.7,10,0.4,0.4,1.5,979.1,-1111.1,-1111.1,-1111.1,-1111.1,11.9,-1111.1,-1111.1,2.7,1687,1578,303,59,9.8,2309,202,374,565,520
"337",72.9,"Gadsden","FL",46428,90,18,27,60.8,10.8,1.4,42.6,56.4,0.3,0.3,7.9,1039.4,22.6,6.8,-1111.1,-1111.1,29.4,-1111.1,21.4,16.6,9187,5314,1743,38.8,21.5,8749,839,1567,2410,2460
"338",74.8,"Gilchrist","FL",16402,47,14.2,24.4,61.4,13.1,1.2,91.9,6.6,0.4,0.3,3.7,1003.7,-1111.1,8,25.3,-1111.1,-1111.1,-1111.1,-1111.1,8.9,2396,1994,532,6.1,0,2804,222,709,884,986
"339",76,"Glades","FL",11252,15,13.1,20.3,59,18.6,2.1,83.6,10.5,4.9,0.5,17.6,834.2,-1111.1,-1111.1,-1111.1,96.4,-1111.1,-1111.1,-1111.1,6.9,1872,854,142,0,0,2446,214,350,635,600
"340",74.5,"Gulf","FL",13975,25,15.4,20.4,63.1,15.1,1.5,80.7,17.4,0.7,0.5,2.4,1031,21.3,6.6,-1111.1,-1111.1,-1111.1,-1111.1,23.5,10.1,1955,2268,462,57.2,35.8,2750,240,513,789,745
"341",74.6,"Hamilton","FL",13983,27,21.8,23.6,65.2,10,1.1,62.5,36.5,0.5,0.4,8.3,1088.3,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2415,1523,481,57.2,21.5,3448,219,556,758,771
"342",77.6,"Hardee","FL",28286,44,20.6,29,57.5,12.2,1.3,88.7,9,1.3,0.7,39.7,812.7,18.9,4.8,-1111.1,-1111.1,-1111.1,-1111.1,18.2,-1111.1,6307,2782,673,24.7,10.6,7351,578,919,1431,1513
"343",76,"Hendry","FL",39561,34,18,31.7,58.1,9.4,0.9,84.2,13.5,1.4,0.6,45.7,943.7,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,23.5,7.6,8529,3301,688,30.3,17.7,10396,1289,1196,1936,2232
"344",77.1,"Hernando","FL",158409,331,12.1,19.7,53.6,23.5,3.2,93.4,4.6,0.3,0.9,7.4,878.8,21.3,7.6,29.9,71.5,21.5,26.3,24.3,10.3,18239,37156,5472,53.7,17,25034,2574,7540,9002,8177
"345",78,"Highlands","FL",95496,93,13.9,20,48.9,26.7,4.3,88,9.6,0.5,1.3,15,733.8,19.4,8.2,28.2,72.4,20.7,42.7,21,9.6,15429,23512,2454,69.1,28.3,17878,1550,2827,5404,4865
"346",76,"Hillsborough","FL",1132152,1077,13,26.8,61.7,10.2,1.3,78.7,16.3,0.5,3,20.9,893,16.8,6.3,25.5,77.1,21.9,22.8,24.1,8,159922,117391,24446,88.5,35.9,141209,20646,35542,58935,59662
"347",74.8,"Holmes","FL",19264,40,18.6,23.1,61,14,1.9,90.7,6.6,1,0.5,2.7,1066.2,-1111.1,7.4,31.1,-1111.1,-1111.1,-1111.1,-1111.1,13.1,3321,2896,850,41.5,10.4,4580,323,793,1052,1038
"348",79.3,"Indian River","FL",128594,256,10,19.9,53.1,23,4,89.8,8.4,0.3,0.9,8.7,712,12,5.3,19.7,71.1,19,28,22.3,7.4,12963,30142,2509,82.4,44.3,17376,2633,4049,7294,6593
"349",74.8,"Jackson","FL",48985,53,16.2,22.6,62.5,13.1,1.8,70.5,27.3,0.7,0.5,3.5,979.4,22.3,6.8,34.2,-1111.1,24.3,-1111.1,23.5,6.8,6703,6854,2068,49,22.5,10343,813,1966,2693,2677
"350",73.8,"Jefferson","FL",14490,24,16.2,21.2,65,12.4,1.5,62.8,36,0.4,0.4,3.6,995.3,16.8,4.7,16.4,-1111.1,18.4,-1111.1,16.3,6.3,1923,1810,423,41.4,13.8,2781,219,577,810,762
"351",74.2,"Lafayette","FL",7953,15,18.9,21.6,66.9,10.4,1.1,82.1,16.7,0.7,0.2,11.9,951.8,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1190,603,130,25.1,12.6,1724,98,183,441,444
"352",77.7,"Lake","FL",277035,291,10.2,20.6,52.7,23.3,3.3,88.4,8.8,0.4,1.5,9,772.5,17.6,6.5,23,72.2,21.4,34.4,24.4,7.8,31233,64659,6362,58.8,23.1,40906,4088,8311,15559,13995
"353",78.9,"Lee","FL",544758,678,10.2,21.3,56,19.9,2.8,90,7.5,0.4,1.2,14.2,709.7,16.3,5.7,27.4,75.8,18.7,30.9,26.6,9.8,66178,95942,10168,58.4,31,69575,7808,21528,30347,27584
"354",76.8,"Leon","FL",245756,369,14,25.2,66.1,7.8,0.9,65.8,30.2,0.3,2.5,4,897.5,10.6,5.2,20.6,77.4,16.2,19.6,20.1,4.6,32754,19717,3154,102.1,37.4,15896,4400,6264,13143,15566
"355",74.8,"Levy","FL",37998,34,16.3,23.5,59,15.8,1.7,87.4,10.6,0.5,0.5,5.3,1020.2,20.5,6.3,28.9,80.5,28.8,-1111.1,23.7,6.8,6477,5674,1351,31.6,13.2,6827,620,1851,2064,1999
"356",76.8,"Liberty","FL",7773,9,17.2,21.8,68.3,9.1,0.9,79,19,1.7,0.2,6.5,1025.4,14.7,6.9,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,7.3,1042,711,243,0,12.9,1860,107,274,431,424
"357",74.6,"Madison","FL",19092,28,18.3,25.3,59.6,13,2.1,58.6,40.4,0.3,0.4,4.3,954.2,-1111.1,-1111.1,-1111.1,83.3,-1111.1,-1111.1,-1111.1,17.2,3163,2637,690,36.7,10.5,4119,370,782,1017,1038
"358",78.2,"Manatee","FL",306779,414,10.8,22.2,55.3,19.1,3.4,88.8,8.7,0.3,1.4,11.7,729.2,17.7,5.7,26.9,69.7,18.4,31.1,21.5,8.2,36466,50092,5484,66.8,29.7,40566,4548,9522,16893,15533
"359",76.7,"Marion","FL",303442,192,14,21.6,54.8,20.9,2.7,85.9,11.6,0.5,1.1,7.8,863.1,19.8,7.8,26.1,76.1,23.7,35,25.2,9.4,41468,63902,8769,48.8,25.4,47158,4452,13640,16858,15722
"360",79.6,"Martin","FL",139728,251,9.2,19.4,54.2,22.4,3.9,92.2,5.5,0.8,1,9,673.2,10.3,5.4,24.2,74.5,13.9,26.4,22.1,6.4,14138,32406,2453,77.3,49.4,15329,2423,5082,7972,7066
"361",77.6,"Miami-Dade","FL",2376014,1221,18.9,26.2,60,12.1,1.7,76.5,20.5,0.3,1.5,60.1,761.6,18.4,5.4,34.6,79,19,24.2,17.6,8.1,485473,287005,34348,111.5,47.1,501292,48143,1474332,124730,124789
"362",77.5,"Monroe","FL",76329,77,10.2,17.7,67.2,13.8,1.3,92.3,5.4,0.4,1.1,17.7,818.3,15.2,5.4,21.2,73.1,20,26.3,26.4,7.2,10211,9717,1435,68.1,43.2,8955,1327,2573,4435,3676
"363",75.5,"Nassau","FL",64746,99,8.9,24,61.7,13.2,1.1,90.5,7.5,0.4,0.7,2,980.2,15.6,5.5,24.5,73.7,28.2,-1111.1,24.2,9.8,6260,7843,1497,43.2,21.6,8444,1083,1924,3495,3379
"364",76.6,"Okaloosa","FL",182172,195,9.9,25.9,61.1,12.2,0.9,84.2,9.7,0.6,2.9,5.1,925.8,14.3,6.2,19.3,73.3,20.7,28.5,22,7.6,21753,23096,3631,92.2,50.5,14552,2828,6159,9604,9471
"365",74.6,"Okeechobee","FL",39836,51,15,26.2,57.7,14.5,1.6,89.3,8,0.9,1,21.5,916.1,22.9,6.8,39.6,79.9,28.2,-1111.1,-1111.1,8.5,7655,5966,1185,52.7,20.1,9088,822,1309,2093,2127
"366",76.9,"Orange","FL",1023023,1127,13.2,27.5,63,8.6,1,72.5,20.7,0.5,4.5,22.8,861.6,14.4,5.2,25.9,78.3,19.5,23.6,19.8,7.2,157645,91188,19222,90.5,34.1,119058,19843,32289,52803,54345
"367",76.8,"Osceola","FL",231578,175,13.1,27.3,61.4,10.1,1.2,84.4,10.1,0.6,3,37.2,834.5,15.6,7.7,29,77.6,22.2,19.7,23,7.3,33602,20397,5164,43.6,13.4,31207,4085,7730,11977,12262
"368",79.1,"Palm Beach","FL",1268548,643,10.9,22.8,55.8,17.7,3.6,80.5,16,0.5,2.1,15.9,694.4,15.7,5.5,23.4,69.9,18.3,27.8,20.1,7.8,159195,228250,18435,82.9,51.2,146587,24841,34504,69436,64531
"369",76.7,"Pasco","FL",429065,576,11.9,21.7,56.7,18.3,3.4,93.5,3.4,0.4,1.6,8.3,837.1,17,7.1,24.9,76.3,23.1,34.8,23.6,8.1,49412,75344,11748,50.8,18.6,68668,7154,18137,23811,22075
"370",77.2,"Pinellas","FL",928032,3315,12.1,20.8,58.4,17.3,3.5,85.6,10.1,0.4,2.7,6.2,823.3,16.1,6.7,24.2,72,19,28.4,22.5,8.5,109940,173134,24648,87.3,51.5,108453,18082,47517,52056,46679
"371",76.5,"Polk","FL",542912,290,14,25.6,56.9,15.5,2.1,82.9,14.2,0.5,1.4,13.2,832.5,21,6.1,32.9,75.2,27.9,29.2,22.2,9.2,79871,79346,14262,54.3,22.3,91048,10221,19259,28703,28344
"372",73.7,"Putnam","FL",73568,102,18.7,25.5,56.2,16.7,1.6,80.7,17.4,0.5,0.7,7.4,1037.2,24.5,6.3,29.6,80.9,30.5,32.4,27,11.6,13304,11425,2795,43.5,15,14620,1373,2609,3897,3819
"373",78,"St. Johns","FL",161525,265,8.1,22.3,63,13.1,1.6,91.4,6,0.3,1.6,3.7,759.3,11.9,5.6,22.2,76.4,16.8,27.3,20.1,6.4,12404,20433,2823,84.2,28.5,14349,2311,5095,8911,8694
"374",76.8,"St. Lucie","FL",241305,422,12.9,22.9,56,18.4,2.7,80.8,16.5,0.3,1.4,12.3,788.3,17.6,6.4,25,76.2,23,34.7,28.3,10.4,29919,38041,6214,41,21.1,37491,4962,8643,13197,12608
"375",76.4,"Santa Rosa","FL",143105,141,10,25,63,11.1,0.9,90.9,4.9,0.9,1.6,3.1,875.9,14.9,6.2,24.6,75.6,19.3,24.6,27.3,4.8,15347,14882,3139,65,20.3,13981,2264,5550,7635,7605
"376",79.6,"Sarasota","FL",366256,641,8.4,17.5,53,24.8,4.7,93.4,4.5,0.2,1.1,6.2,668.7,14.7,5.5,21.6,72.7,18,28.5,20,6.4,31428,98574,7475,85.7,53,36348,5277,12532,21347,18238
"377",78,"Seminole","FL",401619,1303,9.1,25.5,63.8,9.8,1,83.9,10.9,0.4,3.3,13.6,840.7,12.5,6.4,19.4,78.9,16.3,24.8,23.3,6.3,49258,35452,5992,67,37.1,30274,7621,15334,21296,21208
"378",78.3,"Sumter","FL",64182,118,13.1,16.9,59.7,21.6,1.9,85.1,12.9,0.5,0.7,7.7,804.3,16.7,4.3,22.9,86.4,32.6,-1111.1,14.4,12.9,8049,7170,1460,21.8,9.3,11034,825,2272,3766,3378
"379",74.2,"Suwannee","FL",38624,56,16.4,24,58.4,15.7,1.9,86.6,11.5,0.4,0.6,7.1,1014.7,24.1,7.1,37.6,80.9,31.8,-1111.1,29.9,7.2,6295,6239,1426,15.5,15.5,7009,600,1478,2082,2038
"380",73.8,"Taylor","FL",19622,19,16.7,23.9,61.7,13,1.4,78.6,19,0.9,0.5,1.9,1079.9,21.3,6.6,33.2,-1111.1,30.8,-1111.1,-1111.1,13.5,2972,2593,634,40.8,10.2,4004,386,679,1061,1046
"381",70.2,"Union","FL",14916,62,18,20.3,72,7.1,0.6,74.8,23.5,0.6,0.4,4,1675.3,-1111.1,-1111.1,-1111.1,-1111.1,21.2,-1111.1,-1111.1,4.4,1486,996,339,60.3,13.4,2902,204,386,843,816
"382",77,"Volusia","FL",490055,444,12.2,21.5,57.7,18,2.8,87.3,10,0.4,1.3,9,851.2,17.7,6.8,27.2,75.3,21.9,31,29.1,9.2,64065,90841,13608,65.5,32.9,62427,8603,13936,27296,25952
"383",76.8,"Wakulla","FL",28212,47,11,23.5,64.5,11.1,0.9,86.5,11.7,0.6,0.4,2.6,944.4,11,6,21.2,86,23,23,-1111.1,6.7,3482,2669,642,17.7,0,4139,370,1095,1535,1529
"384",75.7,"Walton","FL",50324,48,13.4,22,63.5,13.3,1.2,89.7,6.8,1.1,0.7,2.8,930.6,21.9,6.2,28.9,74.8,19.5,32.2,25.2,8.8,6954,4885,1172,29.8,11.9,8553,721,2207,2780,2615
"385",74.8,"Washington","FL",22299,38,17.1,23.1,62.2,12.8,1.8,82.5,13.9,1.4,0.6,2.4,950.6,30.1,6.9,35.4,80.2,32.7,-1111.1,20,13.4,3573,2947,918,35.9,22.4,4429,361,967,1216,1176
"386",72.9,"Appling","GA",17954,35,17,26.9,61.3,10.5,1.2,80.4,18.5,0.3,0.4,5.7,1087.2,20,6.6,-1111.1,83.2,26.9,-1111.1,-1111.1,9.2,3525,1917,613,55.7,11.1,3831,548,639,1064,896
"387",73.1,"Atkinson","GA",8030,24,19.5,31.6,58.7,8.4,1.3,80.1,18.4,0.7,0.6,21.5,1179.8,-1111.1,4,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8.1,1894,799,277,12.5,12.5,2096,202,229,446,398
"388",72.9,"Bacon","GA",10379,36,17.9,26.1,60.5,11.9,1.5,82.3,16.3,0.1,0.7,4.1,1239.2,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6.9,1915,1114,420,96.3,9.6,2194,262,339,620,521
"389",75.1,"Baker","GA",4154,12,19.6,25.5,62.6,10.2,1.7,48.4,51.2,0.3,0,2.7,871.5,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,966,341,98,0,0,918,97,113,251,222
"390",73.9,"Baldwin","GA",45230,175,17.6,23.5,65.8,9.8,1,54.3,44,0.2,1.2,1.5,1040.1,21.8,8.5,19.6,76.9,28.2,-1111.1,17.8,10.9,5693,4446,1772,90.6,35.4,7903,1122,1313,2819,2628
"391",75.3,"Banks","GA",16055,69,12.3,25.4,63.4,10,1.1,95.3,3.4,0.3,0.7,3.8,942.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,9.3,2550,1229,386,12.5,0,3714,362,637,969,803
"392",75.3,"Barrow","GA",59954,370,10.1,28.1,63.6,7.3,1,85.1,10.8,0.3,2.8,6.2,1007.6,18.2,5.7,30.6,78.3,25.1,29.9,32.7,8.9,5988,4323,1212,33.4,11.7,10220,1330,1494,3493,3000
"393",74.1,"Bartow","GA",89229,194,10.9,28.2,62.4,8.4,1,88.6,9.3,0.3,0.8,5.6,1037.7,16.4,5.7,26,79.5,30.8,27.7,29.3,10.2,11493,7591,2188,48.2,16.8,16115,2549,2101,5197,4422
"394",73,"Ben Hill","GA",17316,69,19.3,28.5,58.9,10.8,1.8,65.2,33.7,0.3,0.4,6.4,1124.4,20.1,5.9,26.4,-1111.1,31.5,-1111.1,23.3,10.9,3539,2305,665,34.7,34.7,3742,481,534,1007,873
"395",73.1,"Berrien","GA",16708,37,16.8,26.6,60.1,11.7,1.6,87.9,11,0.2,0.4,2.8,1076.3,10.8,5.7,32,90.9,26.1,-1111.1,-1111.1,7.1,2946,2082,598,41.9,12,3709,378,525,995,845
"396",72.7,"Bibb","GA",154918,620,18.9,28.4,58.9,10.9,1.7,47.5,50.3,0.2,1.4,1.6,1072.3,20,6,29,76.3,23.9,28.8,25,10.6,23769,20373,6141,179.4,44.5,22273,4312,4065,9011,7826
"397",74.5,"Bleckley","GA",12141,56,15.3,27.8,58.4,12.3,1.5,73.9,24.7,0,1.2,1.4,1060.5,18.3,4.6,25.4,80.9,29.7,-1111.1,22.8,10.2,1529,1634,433,74.1,24.7,2140,395,310,718,667
"398",73.3,"Brantley","GA",15491,35,15.9,25.7,63.3,10,1,94.7,4.3,0,0.1,1.2,1093,22.8,5.7,33.9,-1111.1,26.5,-1111.1,23.3,4.5,2404,1399,605,6.5,0,2816,401,537,934,797
"399",73,"Brooks","GA",16327,33,20.1,26.5,59.4,12.1,2,60.9,38.1,0.1,0.4,3.9,1056.1,21.9,8.4,-1111.1,-1111.1,-1111.1,-1111.1,20.7,10.4,3534,1815,470,36.7,6.1,3430,373,560,974,842
"400",75.8,"Bryan","GA",28549,65,10,28.4,64.5,6.3,0.8,82.2,15,0.4,1.1,2.4,987.7,11.9,7.1,24.8,79.3,21.5,15.7,29.9,4.7,3010,2154,622,70.1,24.5,3720,541,748,1663,1505
"401",75.7,"Bulloch","GA",61454,90,18.9,27,63.9,8,1.1,69.5,28.6,0.2,1.2,2.4,933.9,14.6,5.2,24.9,80.2,26.4,27.8,22.3,7.9,9461,4684,1094,65.1,22.8,7290,1322,1714,3688,4115
"402",72.8,"Burke","GA",23299,28,21.7,31.3,58.4,9.2,1,48,50.9,0.2,0.4,1.7,1173.9,24.4,6.8,40.8,77.3,38.6,-1111.1,21.4,11.1,4785,2228,763,55.8,17.2,4869,784,1035,1302,1185
"403",73.3,"Butts","GA",21045,113,12.5,26.2,62.9,9.8,1.2,73.9,24.5,0.5,0.4,2,1086.9,10.6,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3.9,2666,2382,730,19,14.3,4169,571,617,1259,1066
"404",72.3,"Calhoun","GA",5972,21,24.7,23.7,64.5,10.4,1.4,36.6,63.1,0.1,0.2,3.5,1097.2,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1189,877,224,67,16.7,1382,176,185,369,310
"405",76.7,"Camden","GA",45759,73,10.8,32.3,60.5,6.4,0.8,75.6,20.6,0.7,1.4,3.2,880.7,10.6,6.3,17.5,77.3,29.4,21.3,27.2,5.9,5760,2588,861,52.4,37.2,4499,1017,1088,2526,2347
"406",72.2,"Candler","GA",10321,42,21.5,27.4,58.5,11.8,2.3,73.8,25.2,0.6,0.3,12.1,1075.5,17.4,5.4,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10.5,1911,1198,356,29.1,19.4,2848,215,281,608,522
"407",74.3,"Carroll","GA",105453,211,12.5,27.2,63.1,8.6,1.1,81.3,16.7,0.3,0.8,4,1045.8,14.8,5.5,24.7,80.5,29.8,-1111.1,19.2,6.4,13146,9842,2829,59.7,19.9,19026,2713,3785,6242,5681
"408",76.8,"Catoosa","GA",60813,375,10.6,25.4,62.3,10.8,1.5,95.6,2.1,0.3,1,1.6,878.9,18,7.8,32.8,81.9,27.6,-1111.1,28.9,11.2,6091,4676,957,51,9.9,9817,1387,1678,3678,3051
"409",73.3,"Charlton","GA",10790,14,19,25.9,63.1,9.9,1.1,69.8,28.6,0.4,0.4,0.8,1140.9,14,5.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6.7,1638,1061,388,37.1,0,2414,230,404,652,588
"410",75.1,"Chatham","GA",238410,544,16.8,26.9,60.5,10.9,1.7,55.1,41.3,0.3,2.2,2.7,967.7,15.2,5.7,26.2,75.6,21.3,26.1,20.9,9.2,35318,28304,5294,122.1,41.9,29982,5846,6959,14150,12490
"411",73.8,"Chattahoochee","GA",14679,59,14.5,33.1,64.6,2.1,0.1,65.3,28.8,0.8,2.9,10.5,1720,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1.9,1961,292,95,0,0,715,274,178,811,1047
"412",74.3,"Chattooga","GA",26570,85,14.6,23.6,62.6,12,1.8,88.3,10.7,0,0.3,3.2,1042.3,-1111.1,8.2,29.5,-1111.1,24.2,-1111.1,-1111.1,10.3,3259,3569,991,30.1,22.6,7164,606,931,1642,1355
"413",76.7,"Cherokee","GA",184211,435,6.4,28.1,64.8,6.5,0.6,91.9,4.9,0.4,1.6,7.9,924.2,12.1,5.4,19,76.6,19.5,21.1,21,6.9,19336,10003,1764,36.4,15.2,18339,3721,3786,10737,9210
"414",76,"Clarke","GA",104439,865,18.7,22.9,68.7,7.3,1.2,69.1,26,0.3,3.5,8.2,914.7,10,5.9,23.8,73.5,25,24.1,16.7,6.6,17193,8647,2074,92.9,47.9,10300,2516,2488,6580,7720
"415",72.3,"Clay","GA",3242,17,24.5,26.1,56.4,14.6,2.9,39.2,60.3,0,0.3,0.9,1136.8,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,805,505,103,61.7,30.8,763,77,137,194,162
"416",74.8,"Clayton","GA",267966,1879,13.9,31,62.1,6.2,0.6,30.9,62.1,0.3,5.1,10.3,939,13.9,6.5,26.8,82.1,26,27,23.6,5.8,42397,16655,6586,37.7,21.6,32394,9076,6699,15024,13365
"417",73.1,"Clinch","GA",6996,9,20.5,29.1,60,9.7,1.2,67.2,31,0.7,0.6,1,1244.2,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,15.5,1172,697,340,42.9,14.3,1824,162,270,403,345
