"","ale","county_name","state_abbr","population_size","population_density","poverty","age_19_under","age_19_64","age_65_84","age_85_and_over","white","black","native_american","asian","hispanic","all_death","health_status","unhealthy_days","no_exercise","few_fruit_veg","obesity","high_blood_pres","smoker","diabetes","prim_care_phys_rate","dentist_rate","community_health_center_ind","hpsa_ind","uninsured","elderly_medicare","disabled_medicare","no_hs_diploma","unemployed","sev_work_disabled","major_depression","recent_drug_use"
"3004",76.3,"Hancock","WV",31350,379,10.8,20.7,60.4,16.8,2,96.8,2.4,0.1,0.3,1,979.5,17,7.1,28.6,84.8,26.4,20.8,28.9,7.8,73.4,54.2,1,1,0.10688995215311,0.214098883572568,0.0269856459330144,0.125007974481659,0.0342583732057416,0.0540988835725678,0.0762041467304625,0.0397448165869218
"3005",76.1,"Hardy","WV",13287,23,12.9,23,62.2,13.6,1.3,97.5,1.9,0.1,0.1,1.3,996.2,20.6,7,22.7,78.7,28.8,NA,28.5,5.8,30.1,15.1,0,1,0.107398208775495,0.140814329796041,0.0273199367803116,0.209076540979905,0.0196432603296455,0.0462858433054866,0.0742078723564386,0.0412433205388726
"3006",74.9,"Harrison","WV",68369,164,16.7,23,61.2,13.7,2.2,96.7,1.6,0.1,0.8,1.1,1021.6,18.8,7.3,27,80.6,26.6,32.4,27,9.5,95.1,54.1,0,1,0.137913381795843,0.164679898784537,0.0396378475624918,0.15011189281692,0.0208866591583905,0.0517924790475215,0.0742295484795741,0.0420073425090319
"3007",76.1,"Jackson","WV",28403,61,14.9,22.8,60.1,15.4,1.6,98.7,0.1,0.2,0.3,0.3,973.2,26.9,8.1,28.9,79.2,27.8,30.4,29.8,8.4,21.1,35.2,0,1,0.104812871879731,0.159525402246242,0.0358764919198676,0.157624194627328,0.0239763405274091,0.0530929831355843,0.0743583424286167,0.0420730204555857
"3008",75.5,"Jefferson","WV",49206,235,9.3,24.7,64.6,9.8,1,91.5,6.1,0.3,0.8,3,1002.4,17.7,7.4,22.5,76.1,27,28.8,29.5,10.4,61,20.3,0,1,0.0892777303580864,0.101471365280657,0.0199975612730155,0.141019387879527,0.0147746209811812,0.039568345323741,0.0727350323131325,0.0431044994512864
"3009",74.8,"Kanawha","WV",193559,214,15.2,22,61.6,14.4,2,90.3,7.1,0.2,0.9,0.6,1016.4,20.4,7.9,26.9,77.4,27.5,33.2,25.7,10.3,146.2,66.6,0,1,0.116915255813473,0.168217442743556,0.0399103115845814,0.142793670147087,0.0230679017767192,0.057853161051669,0.0750675504626496,0.0403649533217262
"3010",74.4,"Lewis","WV",17199,45,16.9,21.7,61.7,14.4,2.2,98.7,0.3,0.2,0.3,0.6,1049.3,28.6,10.1,32.2,78.5,24.3,NA,29,10.1,52.3,17.4,1,1,0.144659573231002,0.176114890400605,0.0465143322286179,0.187801616373045,0.0207570207570208,0.0672132100703529,0.0752950752950753,0.0412233269376127
"3011",72.6,"Lincoln","WV",22374,51,21.4,23,63.7,12.1,1.2,99.4,0,0.1,0.1,0.5,1138.6,31.5,9.3,30.5,85.2,32.4,28.6,38.9,11,13.4,17.9,0,1,0.167873424510593,0.122731742200769,0.0642710288727988,0.260704389022973,0.0226155358898722,0.084473049074819,0.0741485652990078,0.0416554929829266
"3012",71.2,"Logan","WV",36237,80,21,21.9,63.9,12.9,1.3,96.7,2.5,0.1,0.4,0.6,1235.9,36.6,10.9,34.3,82.9,38.7,41.7,31.9,12.5,63.5,19.3,0,1,0.170819880232911,0.1509782818666,0.082512349256285,0.263018461793195,0.0177994867124762,0.0963104009713828,0.0751165935369926,0.0409250213869802
"3013",70.4,"McDowell","WV",24273,45,32.4,22.1,62.3,13.6,2,88.7,10.6,0.1,0.1,0.5,1254.9,43.6,11.5,39,80.6,31,44.9,31.5,15.5,61.8,8.2,0,1,0.228731512380011,0.169159148024554,0.115848885593046,0.354838709677419,0.0229885057471264,0.0961150249248136,0.0750628270094344,0.0415276232851316
"3014",76.3,"Marion","WV",56509,182,16.2,21.4,61.9,14.4,2.4,95.3,3.3,0.2,0.4,0.8,971.2,22.8,7.4,28.4,76.9,25.7,31,23.9,6.5,63.7,37.2,0,1,0.1285989842326,0.174308517227344,0.0351625404802775,0.142525969314622,0.020138385036012,0.0575306588331062,0.0757578438832752,0.0442230441168663
"3015",76.3,"Marshall","WV",34337,112,14.9,21.8,61.5,14.6,2,98.4,0.5,0.1,0.3,0.7,892.3,20.3,6.9,24.3,81.6,22.7,28.7,30.3,9.5,37.9,23.3,1,1,0.128287270291522,0.148294842298395,0.0254535923347992,0.144304977138364,0.0249876226810729,0.0477618895069459,0.0753123452835134,0.0416751609051461
"3016",74.4,"Mason","WV",25761,60,17.2,22,61.7,14.7,1.6,98.5,0.5,0.2,0.4,0.5,1032,26.2,8,29,77.9,31.1,29.7,30.4,12.1,58.2,27.2,1,1,0.123248321105547,0.153837195761034,0.0408369240324522,0.196537401498389,0.0305112379177827,0.0699507006715578,0.0749582702534839,0.0409145607701564
"3017",74.2,"Mercer","WV",61589,146,18.8,21.7,60.8,15.2,2.4,92.6,5.9,0.2,0.6,0.6,1030.1,28.8,8.5,29.3,78.8,23.1,35.7,26.1,12.6,68.2,39,0,1,0.141177807725406,0.173001672376561,0.0586793096169771,0.198477000763123,0.0194028154378217,0.0672197957427463,0.0753381285619185,0.04119242072448
"3018",75.2,"Mineral","WV",27028,82,13.9,23.8,61.2,13.3,1.7,96.1,2.9,0.1,0.3,0.6,976.7,20.5,6.7,24.3,82.3,27,32.5,26.9,6.1,33.3,29.6,1,0,0.11895071777416,0.152064525677076,0.0285629717330176,0.138227023827142,0.0255660796211336,0.0387376054462039,0.073664348083469,0.0411425188693207
"3019",71.5,"Mingo","WV",27210,64,24.7,23.8,63.5,11.6,1.1,96.5,2.4,0.3,0.2,0.5,1242.6,37.2,11.9,42.7,85.9,35.4,41,35.3,12.8,25.7,7.4,0,0,0.179529584711503,0.135942668136714,0.0984564498346196,0.277839029768467,0.0181550900404263,0.103307607497244,0.0734288864388093,0.0418596104373392
"3020",77.2,"Monongalia","WV",84386,234,15.3,22.2,67.1,9.3,1.3,92.8,3.5,0.2,2.3,1.2,900.4,15.6,6.2,18.3,76.9,24.2,23.1,19.4,7.9,209.8,111.4,0,1,0.108916170928827,0.096544450501268,0.0185101794136468,0.0978953854904842,0.0170288910482781,0.0385964496480459,0.0756049581684166,0.0581731566847581
"3021",75.2,"Monroe","WV",13507,29,14.8,20.9,62.3,14.9,2,98.4,0.9,0.2,0.1,0.4,896.6,29.9,8.6,31.5,82.7,24.2,NA,18.6,12.4,14.8,7.4,0,0,0.117050418301621,0.179536536610646,0.0516028725845858,0.18901310431628,0.0204338491152736,0.061671725771822,0.076108684385874,0.0418301621381506
"3022",75.1,"Morgan","WV",16022,70,11.3,21.7,61.6,15.5,1.3,98.8,0.7,0.2,0.1,0.8,957.6,21.3,9,30.2,NA,24.4,NA,30.3,9,43.7,18.7,0,1,0.0954312819872675,0.151416801897391,0.0269005117962801,0.175259018849083,0.0196604668580702,0.0498065160404444,0.0753339158656847,0.0398826613406566
"3023",74.4,"Nicholas","WV",26464,41,19.2,21.7,62.3,14.3,1.7,99,0.1,0.2,0.2,0.5,1000.6,30.7,9.5,33.9,79.6,26.7,37.3,25.8,9.9,68,18.9,0,1,0.158857315598549,0.149826178960097,0.0574743047158404,0.213308645707376,0.0217654171704958,0.0747430471584039,0.0754232164449819,0.0419815598548972
"3024",75.5,"Ohio","WV",45112,425,14.6,22.1,59.2,16.2,2.6,94.5,3.6,0.1,0.9,0.6,945.3,17.5,7.1,22.1,84.4,23.4,28.7,27.4,10.4,179.6,86.5,0,1,0.0928799432523497,0.199259620500089,0.0299033516580954,0.117219365135662,0.022455222557191,0.0401888632736301,0.0752349707394928,0.0442010994857244
"3025",77,"Pendleton","WV",7844,11,12.5,21.5,58.3,17.9,2.3,97,1.9,0.3,0.4,1.1,837.4,26.1,4.9,24.1,NA,18.8,NA,12.7,8.1,51,76.5,0,1,0.119709331973483,0.184982151963284,0.028556858745538,0.202830188679245,0.0181030086690464,0.0457674655787863,0.0754716981132075,0.0395206527281999
"3026",75.1,"Pleasants","WV",7376,56,12.2,22.4,62.5,13.5,1.6,98.4,0.6,0.5,0.4,0.4,987,17.4,6.9,NA,NA,NA,NA,NA,6.9,27.1,67.8,0,1,0.10385032537961,0.152114967462039,0.0326735357917571,0.14614967462039,0.0272505422993492,0.0516540130151844,0.0747017353579176,0.040943600867679
"3027",75.3,"Pocahontas","WV",8851,9,15.7,20,62.6,15.3,2.1,98.7,0.9,0,0.2,0.5,967.7,24.6,6.6,23.7,NA,31.7,NA,20.6,12.1,22.6,67.8,0,1,0.137046661394193,0.172635860354762,0.0421421308326743,0.215116935939442,0.0271155801604339,0.055247994576884,0.076940458705231,0.0404474070726472
"3028",75.5,"Preston","WV",30115,46,16.1,21.9,63,13.4,1.7,99.1,0.3,0,0.1,0.6,1026.6,21.8,6.7,25.9,79.3,29.6,27.9,26.2,7.7,39.8,16.6,0,1,0.127245558691682,0.143450107919641,0.0331064253694172,0.183795450772041,0.0215175161879462,0.0603685870828491,0.0752448945708119,0.0423709115058941
"3029",76.2,"Putnam","WV",54443,157,9.7,24,63.5,11.4,1,97.6,0.9,0.2,0.7,0.6,954.2,21.2,6.4,25.9,83.5,23.7,32.8,23.2,9.5,80.8,25.7,0,1,0.0865492349797035,0.107984497547894,0.0249986224124314,0.111639696563378,0.0212515842257039,0.0489135426041915,0.0732325551494223,0.041566408904726
"3030",74.8,"Raleigh","WV",79167,130,18,21.2,63.4,13.4,1.9,89.9,8.2,0.2,0.9,1,1016.1,30.8,8.9,30.4,80.7,26.1,36.8,26.3,11.4,80.8,48,0,1,0.144037288264049,0.144454128614195,0.0560460798059798,0.200234946379173,0.0190862354263772,0.0730481134816274,0.0757891545719808,0.0417850872206854
"3031",75.4,"Randolph","WV",28571,27,17.4,21.8,62.9,13.4,1.9,98,1.1,0.2,0.3,0.7,1025.5,23.4,8.1,32.5,73.5,26.5,36.4,28.4,8.2,98,38.5,0,1,0.139302089531343,0.152602289034336,0.043995659934899,0.186027790416856,0.0231003465051976,0.0589058835882538,0.0753211298169473,0.0431206468097021
"3032",75.1,"Ritchie","WV",10540,23,16.1,22.1,62.5,13.5,1.9,99,0.2,0.3,0.1,0.5,1087.4,19.2,7.8,28.6,81.4,24.3,NA,33.4,7.1,9.5,19,0,0,0.137666034155598,0.149525616698292,0.0387096774193548,0.188235294117647,0.0252371916508539,0.0645161290322581,0.0749525616698292,0.04146110056926
"3033",75.2,"Roane","WV",15407,32,19.9,22.1,63.1,13,1.8,98.9,0.3,0.1,0.3,0.9,1040.4,25.4,7.8,35.4,80.6,24.3,NA,37,14,38.9,19.5,0,0,0.168040501070942,0.139871486986435,0.0490036996170572,0.233465307976894,0.026027130525086,0.0722398909586552,0.0750957357045499,0.042383332251574
"3034",75.2,"Summers","WV",13740,38,22.4,17.8,63.5,16.2,2.5,91.6,7.4,0.2,0.2,0.7,989.7,34.3,8.5,33.5,NA,28.8,NA,30.4,9.2,43.7,14.6,1,0,0.167467248908297,0.158078602620087,0.0478165938864629,0.261062590975255,0.0203056768558952,0.0740902474526929,0.0788937409024745,0.0409024745269287
"3035",74.9,"Taylor","WV",16291,94,17.2,21.1,63.3,13.8,1.9,98.3,0.8,0.2,0.3,0.6,996.5,20.1,8.7,30.9,75.3,26.6,NA,20.6,8.3,36.8,12.3,0,1,0.143760358480142,0.132097477134614,0.0325946841814499,0.178257933828494,0.0216684058682708,0.0616291203732122,0.0759928795040206,0.0434595789085998
"3036",77,"Tucker","WV",6943,17,14.8,20.3,60.5,16.8,2.3,99.3,0,0.1,0.1,0.3,893.9,28.3,6.7,26.7,84.3,NA,NA,17.9,11.9,57.6,43.2,0,1,0.110182918046954,0.180325507705603,0.0368716693072159,0.181333717413222,0.027221662105718,0.0511306351721158,0.076623937779058,0.0397522684718421
"3037",75.5,"Tyler","WV",9340,36,15.5,21.1,61.4,15.6,1.9,99.7,0,0,0.1,0.4,1000.7,24.2,NA,NA,NA,NA,NA,NA,18.7,21.4,10.7,1,1,0.126552462526767,0.142291220556745,0.0335117773019272,0.177408993576017,0.028051391862955,0.0563169164882227,0.076017130620985,0.0416488222698073
"3038",75.8,"Upshur","WV",23712,67,18.8,23.4,61.3,13.3,2,98.3,0.6,0.2,0.5,0.6,966.3,24.1,8.1,28,82.7,26.2,25.8,29.7,10.7,59,29.5,0,1,0.1409834682861,0.140899122807018,0.0353829284750337,0.16898616734143,0.0208333333333333,0.0566801619433198,0.074055330634278,0.046221322537112
"3039",75.4,"Wayne","WV",42091,83,17.3,22.7,62.2,13.6,1.5,98.7,0.2,0.2,0.3,0.5,1000.8,26.8,9.5,32.6,83.4,31.1,38.6,27.7,9.1,57,19,0,1,0.13515953529258,0.11327837304887,0.0400560689933715,0.205815970159892,0.0217148559074386,0.0687320329761707,0.0744339645054762,0.0422655674609774
"3040",75.3,"Webster","WV",9804,18,24.1,21.2,63.4,13.6,1.8,99.5,0,0,0.1,0.4,1029.1,40.7,11.5,36.9,NA,42.6,NA,28,15.4,30.6,20.4,0,1,0.17156262749898,0.150550795593635,0.0723174214606283,0.297837617299062,0.0195838433292534,0.101183190534476,0.0757853937168503,0.0424316605467156
"3041",75.5,"Wetzel","WV",17117,48,16.4,22.8,59.6,15.6,1.9,99.1,0.2,0.1,0.4,0.5,1012.6,24.6,6.9,26.2,77.1,29.7,NA,27.5,9.1,70.1,52.6,1,1,0.123970321902202,0.19296605713618,0.038616580008179,0.159315300578372,0.0359291931997429,0.05485774376351,0.0744289303032073,0.0401355377694689
"3042",75.2,"Wirt","WV",5896,25,16.7,22.7,62.9,12.9,1.4,99.3,0.4,0.1,0.1,0.3,953.3,NA,5.3,NA,NA,NA,NA,21.8,4.7,17,17,0,0,0.140603799185889,0.138398914518318,0.0415535956580733,0.194877883310719,0.0308683853459973,0.0491858887381275,0.0746268656716418,0.0420624151967436
"3043",76,"Wood","WV",87047,237,14,22.9,61.2,14,1.9,97.4,1.1,0.2,0.6,0.6,960,19.5,7.9,25.9,77.7,25,32.6,26.3,9.8,82.7,39.1,0,1,0.114260112353097,0.154583156225947,0.0341539628017048,0.131687479177915,0.0254345353659517,0.0560846439279929,0.0742587337874941,0.0405642928532862
"3044",72.9,"Wyoming","WV",24479,49,21.6,21.5,64.4,12.7,1.3,98.6,0.8,0.1,0.1,0.6,1102.7,37,10.3,38.2,85.1,26.9,40.2,35.3,10.5,20.4,24.5,0,0,0.176314391927775,0.135708158012991,0.0929776543159443,0.256097062788513,0.0184648065688958,0.0980023693778341,0.0754932799542465,0.0408513419665836
"3045",77.1,"Adams","WI",20828,32,11,18.1,62.3,17.5,2.1,94.9,3.4,1,0.4,2.8,838.7,20.5,6.4,29.7,73.5,28,NA,24.1,6.6,24,4.8,1,0,0.123535625120031,0.121279047436144,0.0227578260034569,0.174860764355675,0.0309679277895141,0.0315440752832725,0.0697618590359132,0.0512771269444978
"3046",77.3,"Ashland","WI",16627,16,12,25.1,59.4,12.6,2.9,87,0.3,11,0.4,1.2,910.5,12.5,7.8,25.1,NA,16.5,NA,21.6,5.4,150.4,60.1,1,1,0.125097732603597,0.168340650748782,0.0289288506645817,0.102664341131894,0.0330787273711433,0.025440548505443,0.0644133036627173,0.0557526914055452
"3047",78.2,"Barron","WI",45834,53,9.2,23,60.2,14,2.9,98.2,0.1,0.8,0.4,1.1,798.7,16.2,7.3,28.2,79,23.6,23.5,25.9,5.7,104.7,45.8,1,1,0.0881005367194659,0.15977222149496,0.0233451149801457,0.12154732294803,0.0290395776061439,0.0256796264781603,0.0659554042850286,0.0525592355020291
"3048",76.3,"Bayfield","WI",15145,10,9.6,21.5,61.4,14.6,2.5,89.3,0.2,8.9,0.3,0.9,864.2,10.4,5.8,22.8,NA,18.8,NA,15,7.2,33,19.8,1,1,0.127236711786068,0.153582040277319,0.0227137669197755,0.0935622317596567,0.0326840541432816,0.0378342687355563,0.0672169032684054,0.0516342027071641
"3049",78.6,"Brown","WI",238987,452,8.1,26.1,63.1,9.1,1.8,92.2,1.6,2.5,2.4,5.3,738.4,12,5.6,18.7,78.1,20.7,23.9,24.1,6.2,82.8,53.6,0,1,0.0822387828626662,0.103737860218338,0.0146577010465004,0.0894107210852473,0.0256917740295497,0.0184235962625582,0.0633925694703059,0.0529861456899329
"3050",78.1,"Buffalo","WI",13968,20,7.9,23.3,59.9,14.2,2.6,98.9,0.2,0.3,0.4,0.7,787.7,15.3,4.6,15.7,NA,NA,NA,14.1,3.2,21.5,43,1,1,0.0856958762886598,0.170174684994273,0.0190435280641466,0.111039518900344,0.0241265750286369,0.0177548682703322,0.0656500572737686,0.0506872852233677
"3051",77,"Burnett","WI",16528,20,9.3,20.3,58.6,18.4,2.7,93.8,0.5,4.3,0.4,0.8,887.7,NA,5,17.2,NA,NA,NA,16.4,4.6,30.3,12.1,0,0,0.107454017424976,0.178121974830591,0.0255324298160697,0.124818489835431,0.02777105517909,0.0287996127783156,0.068066311713456,0.0513673765730881
"3052",80.1,"Calumet","WI",44137,138,4.8,26.6,63.1,8.8,1.5,96.4,0.6,0.4,1.8,1.9,691.2,12.1,4.9,14.5,75.4,22.7,21.6,17,8.6,18.1,20.4,1,1,0.0605614337177425,0.0782110247638036,0.00838298932868115,0.0831728481772662,0.0231778326574076,0.020391055123819,0.0629403901488547,0.0520425040215692
"3053",78.1,"Chippewa","WI",59950,59,9,23.8,62.5,11.6,2.1,97.9,0.3,0.4,0.9,0.8,804.7,12.6,5.8,19.2,75.9,20.6,27,23,5.6,75.1,38.4,0,1,0.0716096747289408,0.133978315262719,0.020650542118432,0.106021684737281,0.0286572143452877,0.0230191826522102,0.0653377814845705,0.0537281067556297
"3054",79.6,"Clark","WI",34098,28,10.1,28.4,56.2,12.6,2.9,98.6,0.2,0.6,0.3,1.7,728,13.4,5,28.2,75.9,24.4,16.5,22.7,2.2,32.3,32.3,0,0,0.152354976831486,0.159012258783506,0.0177723033609009,0.156930025221421,0.02891665200305,0.0231685142823626,0.0615578626312394,0.0514986216200364
"3055",77.5,"Columbia","WI",55364,72,6.2,23.4,62.2,12,2.3,97.6,1.1,0.4,0.4,1.6,838.1,12.3,5.5,23.3,82.2,23.6,23.4,23.8,5,68.6,37.9,1,1,0.0658370059966765,0.156003901452207,0.0191279531825735,0.0956036413553934,0.0251607542807601,0.0204645618091178,0.0655480095368832,0.051351058449534
"3056",78.5,"Crawford","WI",17134,30,10.1,24.9,58.4,14.1,2.6,97.5,1.7,0.3,0.3,0.9,832.8,13.8,5.2,NA,NA,NA,NA,NA,6.5,75.9,29.2,1,1,0.110482082409245,0.152970701529123,0.0232870316330104,0.12413913855492,0.0273141122913505,0.0217112174623556,0.0645500175090463,0.0535193183144625
"3057",79.4,"Dane","WI",458106,381,7.9,23.6,67,8,1.5,89.2,4.3,0.4,4.4,4.3,729.3,8.2,5.8,13.3,75.1,18.6,21,18.2,4.2,159.6,49.6,0,1,0.0751987531270055,0.0895360462425727,0.0145774122146403,0.0507087879224459,0.0193928916015071,0.0146669111515675,0.065515404731656,0.0572880512370499
"3058",77.6,"Dodge","WI",88103,100,6.7,22.9,63.3,11.7,2.1,96,2.8,0.5,0.4,3,872,12.4,6.1,20.3,77.2,27.7,22.4,20.3,6,67,29.5,1,1,0.0715185634995403,0.10133593634723,0.0119292192093345,0.122447589752903,0.0260036548131165,0.0174681906405003,0.0660363438248414,0.0526542796499552
"3059",78.7,"Door","WI",28349,59,7.1,19.8,60,17.2,3,98.1,0.3,0.8,0.4,1.1,754.2,9.7,5.1,19.3,77.4,21.4,NA,22.5,6.3,77.6,45.9,1,1,0.07689865603725,0.195491904476348,0.016790715721895,0.0896327912801157,0.0322762707679283,0.0194363116864792,0.0684680235634414,0.0507954425200183
"3060",76.7,"Douglas","WI",44208,34,11.3,22.9,62.8,11.7,2.5,95.4,0.7,1.9,0.8,0.8,883.2,13.5,8.1,19.4,85.7,25.8,24.1,28.1,8.2,45.2,43,0,1,0.0975162866449511,0.141444987332609,0.0289992761491133,0.094847086500181,0.0270765472312704,0.0241132826637713,0.0659382917119073,0.0546055012667391
"3061",79.7,"Dunn","WI",41708,49,9.4,24,64.9,9,2.1,96.4,0.4,0.3,2.2,0.8,722,10.6,5.5,23.4,NA,22.2,NA,24.2,2.3,50.4,24,1,1,0.0826220389373741,0.107605255586458,0.0178862568332214,0.0799127265752374,0.0248873117867076,0.0205715929797641,0.0655509734343531,0.0655509734343531
"3062",80,"Eau Claire","WI",94089,148,9.6,24.2,63.5,10.1,2.2,95.2,0.7,0.5,2.5,1.1,718.8,9.7,5.6,13.1,73.7,21.8,22.3,21.6,4.6,142.4,58.5,1,1,0.0828577198184697,0.12021596573457,0.0204168393754849,0.068764680249551,0.0233927451668101,0.0231801804674298,0.0652042215349297,0.061388685181052
"3063",77,"Florence","WI",4974,10,8.4,20.1,61,16.4,2.5,98.8,0.3,0.3,0.3,0.5,795.2,NA,NA,NA,NA,NA,NA,NA,NA,0,20.1,1,0,0.10313630880579,0.159227985524729,0.023924406915963,0.119219943707278,0.0345798150381986,0.0233212706071572,0.0683554483313229,0.0512665862484922
"3064",78.6,"Fond du Lac","WI",99337,137,6.9,24,61.6,11.8,2.5,97,1.1,0.5,0.8,3,770.8,13.7,5.6,19.2,80.1,25.4,31.3,20.1,7.5,71.5,47.3,1,1,0.0714638050273312,0.144588622567623,0.0181402699900339,0.106697403787109,0.0259923291422129,0.0208884906932966,0.0651519574780797,0.0533537352648057
"3065",77,"Forest","WI",9961,10,10,23.9,55.5,17.8,2.8,86.9,1.4,11,0.3,1.5,852.9,NA,6.5,NA,NA,NA,NA,NA,9.2,40.2,30.1,1,0,0.119465917076599,0.183616102800924,0.0264029715891979,0.146772412408393,0.0343339022186527,0.0260014054813774,0.0653548840477864,0.053006726232306
"3066",78.1,"Grant","WI",49671,43,9.5,23.8,60.3,13.4,2.6,97.7,1,0.2,0.7,0.6,804.7,12.5,4.5,26,83.4,30.3,31.8,26.6,9.1,48.3,44.3,1,1,0.090314267882668,0.170381107688591,0.0177971049505748,0.104809647480421,0.0233939320730406,0.0197298222302752,0.0656117251514969,0.0600350305006946
"3067",78.7,"Green","WI",35165,60,6.7,24.4,61.1,11.9,2.5,98.6,0.4,0.1,0.3,1,792.9,11.8,4.4,20,81.7,23.2,18.6,20.6,6.2,76.8,37,1,1,0.0721455993175032,0.137835916394142,0.0151286790843168,0.107976681359306,0.0251670695293616,0.0220105218256789,0.0646950092421442,0.051642257926916
"3068",77.5,"Green Lake","WI",19168,54,7.8,22.6,59.1,15.5,2.9,98.9,0.2,0.2,0.4,2,843,15.3,8,NA,NA,20.7,NA,NA,6.1,57.4,41.7,1,1,0.0951585976627713,0.18906510851419,0.0209724540901502,0.127295492487479,0.0313543405676127,0.0202942404006678,0.0662040901502504,0.0505530050083472
"3069",78,"Iowa","WI",23569,31,7.1,25.4,61.4,11.1,2.1,98.9,0.3,0.1,0.3,0.8,820.8,7.9,3.7,23.9,NA,19.2,NA,16.9,5.7,38.2,29.7,1,1,0.0661462090033519,0.118248546819975,0.0149348720777292,0.0775595061309347,0.0253723110865968,0.021299164156307,0.0639399210827782,0.0509143366286223
"3070",77.3,"Iron","WI",6649,9,9.6,17.5,58.3,19.9,4.3,98,0.3,0.9,0.4,0.7,833.9,NA,NA,NA,NA,NA,NA,NA,NA,45.1,60.2,1,1,0.128741164084825,0.209805985862536,0.0297789141224244,0.125131598736652,0.0389532260490299,0.0279741314483381,0.0703865242893668,0.0500827192058956
"3071",77.7,"Jackson","WI",19758,20,9.5,22.6,63,11.9,2.4,91.1,2.3,6,0.2,2.4,881.3,11.8,6.1,19.2,85.1,26.2,NA,23.2,7.5,101.2,20.2,1,1,0.124051017309444,0.136855957080676,0.019890677194048,0.144346593784796,0.0283935621014273,0.0314303067112056,0.0662010324931673,0.0535985423625873
"3072",78.5,"Jefferson","WI",79328,142,5.7,24.7,63,10.3,2,97.8,0.5,0.4,0.6,5.1,759.8,10.6,6.1,20.3,82,25.5,23.4,24.7,4.9,49.2,39.1,1,1,0.0756605486083098,0.132765227914482,0.0235604074223477,0.10150262202501,0.0237873134328358,0.0236360427591771,0.0646682129891085,0.054142295280355
"3073",76.3,"Juneau","WI",26725,35,9.6,22.4,61.5,13.6,2.5,95,2.2,1.6,0.6,1.9,899.5,16.9,7.3,18.5,NA,25.7,NA,21.5,5.7,56.1,22.5,1,1,0.113451824134705,0.160336763330215,0.0259681945743686,0.148550046772685,0.0293358278765201,0.0230495790458372,0.0663797942001871,0.0533582787652011
"3074",77.2,"Kenosha","WI",160544,588,8.8,27.2,61.8,9.3,1.7,90.8,5.7,0.4,1.4,8.8,857.8,11.1,5.8,19.4,79.2,26.8,25.6,29.9,4.7,55.4,44.2,0,1,0.101972045046841,0.0997296691249751,0.0185681183974487,0.106705949770779,0.0291010564082121,0.0251955850109627,0.0625,0.0523719354195734
"3075",78.7,"Kewaunee","WI",20840,61,5.6,23.9,61.1,12,3,98.9,0.2,0.3,0.2,1.6,753.5,9.5,3.6,22.8,NA,27.2,NA,17.8,7.2,48,33.6,1,1,0.0665067178502879,0.14736084452975,0.0129558541266795,0.109021113243762,0.0255758157389635,0.0205854126679463,0.06521113243762,0.0523512476007678
"3076",78.1,"La Crosse","WI",108958,241,9.7,24,63.3,10.6,2.1,94.2,1.1,0.4,3.3,1,803.5,10,6.3,15.9,78.2,21.5,19.8,27,4.9,172.5,74.3,0,1,0.0698617816039208,0.122570164650599,0.0180436498467299,0.0651535454028158,0.022595862625966,0.0179335156665871,0.0652636795829586,0.0596651920923659
"3077",78,"Lafayette","WI",16310,26,8.6,24.4,59.4,13.4,2.8,99.2,0.2,0.1,0.3,0.8,791.6,13.2,3.4,17.6,NA,14.4,NA,NA,5.7,36.8,18.4,1,1,0.11594114040466,0.151563458001226,0.0135499693439608,0.0981606376456162,0.0226241569589209,0.0184549356223176,0.0648681790312692,0.0525444512568976
"3078",76.8,"Langlade","WI",20735,24,10.2,22.4,58.4,15.8,3.4,98.1,0.3,0.5,0.4,1,780.5,16.4,7.3,27,83.1,NA,NA,26.7,9.9,67.5,33.8,1,1,0.0950566674704606,0.182445141065831,0.0242585001205691,0.134651555341211,0.0306245478659272,0.0231492645285749,0.0664094526163492,0.0513624306727755
"3079",77.5,"Lincoln","WI",30319,34,7.2,23,59.8,14.4,2.8,98.1,0.5,0.5,0.6,1,812.3,14.9,5.1,20.5,83.4,24.9,NA,21.1,7.5,62.7,39.6,1,1,0.0707806985718526,0.173752432468089,0.0209439625317458,0.128236419406973,0.0282331211451565,0.0232857284211221,0.0660312015567796,0.0520795540750025
"3080",78.2,"Manitowoc","WI",81949,139,7,23.5,60.8,12.9,2.8,96.1,0.5,0.5,2.3,2.1,785.5,15.2,5.3,23.1,78.2,27.2,31.6,25.1,6.9,76.9,52.5,1,1,0.0765720143015778,0.157817667085626,0.0187311620642107,0.106432049201333,0.0274805061684706,0.0203297172631759,0.0655285604461311,0.0517394965161259
"3081",79.8,"Marathon","WI",128941,83,7.2,25.3,61.4,11,2.3,93.7,0.4,0.4,4.9,1.1,693,10.3,5.5,18.7,75.6,24.4,22.6,17.9,5.6,90,51.2,0,1,0.0725370518299067,0.120652081184418,0.0151231958802863,0.109267029106335,0.024034248222055,0.025864542697823,0.0640913285921468,0.0515507092391094
"3082",77,"Marinette","WI",43406,31,8.9,22.2,60,14.9,2.8,98.1,0.3,0.6,0.4,0.9,843.8,14.1,6.6,21.9,81,29.2,26.1,30.8,10.4,64.5,43.8,1,1,0.0882596876007925,0.186241533428558,0.0262406118969728,0.121987743629913,0.0309173846933604,0.0216559922591347,0.06667281021057,0.0529189512970557
