"","county_name","state_abbr","population_size","age_19_under","age_19_64","age_65_84","age_85_and_over","white","black","native_american","asian","hispanic","prim_care_phys_rate","major_depression","recent_drug_use","ale","all_death","diabetes","health_status","no_exercise","obesity","poverty","smoker","unhealthy_days","population_density","uninsured","elderly_medicare","disabled_medicare","dentist_rate","no_hs_diploma","unemployed","sev_work_disabled"
"395","Berrien","GA",16708,26.6,60.1,11.7,1.6,87.9,11,0.2,0.4,2.8,41.9,995,845,73.1,1076.3,7.1,10.8,32,26.1,16.8,23.1128804587561,5.7,37,2946,2082,598,12,3709,378,525
"396","Bibb","GA",154918,28.4,58.9,10.9,1.7,47.5,50.3,0.2,1.4,1.6,179.4,9011,7826,72.7,1072.3,10.6,20,29,23.9,18.9,25,6,620,23769,20373,6141,44.5,22273,4312,4065
"397","Bleckley","GA",12141,27.8,58.4,12.3,1.5,73.9,24.7,0,1.2,1.4,74.1,718,667,74.5,1060.5,10.2,18.3,25.4,29.7,15.3,22.8,4.6,56,1529,1634,433,24.7,2140,395,310
"398","Brantley","GA",15491,25.7,63.3,10,1,94.7,4.3,0,0.1,1.2,6.5,934,797,73.3,1093,4.5,22.8,33.9,26.5,15.9,23.3,5.7,35,2404,1399,605,0,2816,401,537
"399","Brooks","GA",16327,26.5,59.4,12.1,2,60.9,38.1,0.1,0.4,3.9,36.7,974,842,73,1056.1,10.4,21.9,26.5083862194016,24.1451888489209,20.1,20.7,8.4,33,3534,1815,470,6.1,3430,373,560
"400","Bryan","GA",28549,28.4,64.5,6.3,0.8,82.2,15,0.4,1.1,2.4,70.1,1663,1505,75.8,987.7,4.7,11.9,24.8,21.5,10,29.9,7.1,65,3010,2154,622,24.5,3720,541,748
"401","Bulloch","GA",61454,27,63.9,8,1.1,69.5,28.6,0.2,1.2,2.4,65.1,3688,4115,75.7,933.9,7.9,14.6,24.9,26.4,18.9,22.3,5.2,90,9461,4684,1094,22.8,7290,1322,1714
"402","Burke","GA",23299,31.3,58.4,9.2,1,48,50.9,0.2,0.4,1.7,55.8,1302,1185,72.8,1173.9,11.1,24.4,40.8,38.6,21.7,21.4,6.8,28,4785,2228,763,17.2,4869,784,1035
"403","Butts","GA",21045,26.2,62.9,9.8,1.2,73.9,24.5,0.5,0.4,2,19,1259,1066,73.3,1086.9,3.9,10.6,26.5083862194016,24.1451888489209,12.5,23.1128804587561,6.10639445300462,113,2666,2382,730,14.3,4169,571,617
"404","Calhoun","GA",5972,23.7,64.5,10.4,1.4,36.6,63.1,0.1,0.2,3.5,67,369,310,72.3,1097.2,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,24.7,23.1128804587561,6.10639445300462,21,1189,877,224,16.7,1382,176,185
"405","Camden","GA",45759,32.3,60.5,6.4,0.8,75.6,20.6,0.7,1.4,3.2,52.4,2526,2347,76.7,880.7,5.9,10.6,17.5,29.4,10.8,27.2,6.3,73,5760,2588,861,37.2,4499,1017,1088
"406","Candler","GA",10321,27.4,58.5,11.8,2.3,73.8,25.2,0.6,0.3,12.1,29.1,608,522,72.2,1075.5,10.5,17.4,26.5083862194016,24.1451888489209,21.5,23.1128804587561,5.4,42,1911,1198,356,19.4,2848,215,281
"407","Carroll","GA",105453,27.2,63.1,8.6,1.1,81.3,16.7,0.3,0.8,4,59.7,6242,5681,74.3,1045.8,6.4,14.8,24.7,29.8,12.5,19.2,5.5,211,13146,9842,2829,19.9,19026,2713,3785
"408","Catoosa","GA",60813,25.4,62.3,10.8,1.5,95.6,2.1,0.3,1,1.6,51,3678,3051,76.8,878.9,11.2,18,32.8,27.6,10.6,28.9,7.8,375,6091,4676,957,9.9,9817,1387,1678
"409","Charlton","GA",10790,25.9,63.1,9.9,1.1,69.8,28.6,0.4,0.4,0.8,37.1,652,588,73.3,1140.9,6.7,14,26.5083862194016,24.1451888489209,19,23.1128804587561,5.1,14,1638,1061,388,0,2414,230,404
"410","Chatham","GA",238410,26.9,60.5,10.9,1.7,55.1,41.3,0.3,2.2,2.7,122.1,14150,12490,75.1,967.7,9.2,15.2,26.2,21.3,16.8,20.9,5.7,544,35318,28304,5294,41.9,29982,5846,6959
"411","Chattahoochee","GA",14679,33.1,64.6,2.1,0.1,65.3,28.8,0.8,2.9,10.5,0,811,1047,73.8,1720,1.9,17.3167541380702,26.5083862194016,24.1451888489209,14.5,23.1128804587561,6.10639445300462,59,1961,292,95,0,715,274,178
"412","Chattooga","GA",26570,23.6,62.6,12,1.8,88.3,10.7,0,0.3,3.2,30.1,1642,1355,74.3,1042.3,10.3,17.3167541380702,29.5,24.2,14.6,23.1128804587561,8.2,85,3259,3569,991,22.6,7164,606,931
"413","Cherokee","GA",184211,28.1,64.8,6.5,0.6,91.9,4.9,0.4,1.6,7.9,36.4,10737,9210,76.7,924.2,6.9,12.1,19,19.5,6.4,21,5.4,435,19336,10003,1764,15.2,18339,3721,3786
"414","Clarke","GA",104439,22.9,68.7,7.3,1.2,69.1,26,0.3,3.5,8.2,92.9,6580,7720,76,914.7,6.6,10,23.8,25,18.7,16.7,5.9,865,17193,8647,2074,47.9,10300,2516,2488
"415","Clay","GA",3242,26.1,56.4,14.6,2.9,39.2,60.3,0,0.3,0.9,61.7,194,162,72.3,1136.8,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,24.5,23.1128804587561,6.10639445300462,17,805,505,103,30.8,763,77,137
"416","Clayton","GA",267966,31,62.1,6.2,0.6,30.9,62.1,0.3,5.1,10.3,37.7,15024,13365,74.8,939,5.8,13.9,26.8,26,13.9,23.6,6.5,1879,42397,16655,6586,21.6,32394,9076,6699
"417","Clinch","GA",6996,29.1,60,9.7,1.2,67.2,31,0.7,0.6,1,42.9,403,345,73.1,1244.2,15.5,17.3167541380702,26.5083862194016,24.1451888489209,20.5,23.1128804587561,6.10639445300462,9,1172,697,340,14.3,1824,162,270
"418","Cobb","GA",663818,27.2,64.8,7.2,0.8,71.9,22.5,0.3,4,10.3,65.7,39169,32889,77.4,827.5,5.8,9.6,17.2,19.5,9.6,16.5,5.1,1952,95581,49249,7852,36.9,48304,17869,9978
"419","Coffee","GA",39674,28.9,60.9,9,1.2,71.4,27,0.4,0.8,8.7,65.5,2291,2020,74.1,1043,9.6,24.6,41.1,35.2,19.1,27.1,7.8,66,8018,3641,1323,22.7,8713,1061,1490
"420","Colquitt","GA",43915,28,59.3,10.9,1.7,75.3,23.4,0.3,0.5,13.9,50.1,2567,2231,73.4,1055.7,9.1,24.7,31.1,29.2,19.6,32.3,7.6,80,9180,5085,1189,25,9772,1035,1248
"421","Columbia","GA",103812,27.9,63,8.2,1,80.8,14,0.3,3.5,2.9,155.1,6094,5350,77.8,838.3,5.7,11.2,20.7,20.6,6.8,19.7,4.9,358,9706,8520,1506,40.5,7990,2460,2208
"422","Cook","GA",16366,28,59.1,11.3,1.6,70.9,28,0.2,0.6,4.9,61.1,957,839,73,1080.9,10.7,25.3,26.5083862194016,30.8,18,21.5,6.5,71,3254,1937,511,18.3,3659,423,493
"423","Coweta","GA",109903,27.9,63.4,7.7,0.9,80.7,17.2,0.2,1,5.1,47.3,6424,5453,75.8,973.1,8,9.3,28,24.7,9.4,18.9,4.5,248,10638,8286,1910,20.9,13033,2546,2741
"424","Crawford","GA",12874,26.2,64.7,8.3,0.8,77.3,21.6,0.4,0.2,2.4,46.6,772,662,72.9,946.1,5.7,17.3167541380702,26.5083862194016,24.1451888489209,14.4,23.1128804587561,6.10639445300462,40,1919,622,275,0,2755,371,401
"425","Crisp","GA",22017,28.9,57.8,11.6,1.7,54.1,44.1,0.2,1.2,2.5,86.3,1271,1105,72.5,1130.5,10.3,26.4,26.5083862194016,24.1451888489209,23.1,18.3,6.1,80,4715,2681,720,31.8,4732,688,796
"426","Dade","GA",16040,24.6,62.8,11.5,1.1,97.5,1.2,0.4,0.4,1.1,43.6,983,875,74.1,978.2,8.8,19.2,26.5083862194016,24.1451888489209,11.9,23.1128804587561,6.10639445300462,92,2008,2013,469,12.5,3446,394,380
"427","Dawson","GA",19731,24.5,65,9.9,0.6,97.8,0.7,0.2,0.5,2.7,55.7,1204,974,76.4,997.2,8.2,10.9,26.5083862194016,20.9,9.2,23.1128804587561,4.7,93,1999,1791,396,10.1,2774,409,534
"428","Decatur","GA",28618,28.5,58.7,11.2,1.6,58.1,40.6,0.4,0.5,3.6,66.4,1664,1454,73.6,1084.1,6.1,20.4,26.4,24.5,20.9,19.7,6.1,48,5821,3366,896,28,5473,761,830
"429","DeKalb","GA",677959,26.3,65.5,7.2,1,38.9,55.6,0.3,4,8.9,139.5,40447,34110,76.9,802.8,5.3,11.7,22.7,21.7,13.2,16.4,5.3,2528,107552,50053,10824,39.7,65860,23451,16800
"430","Dodge","GA",19574,25.6,61.2,11.6,1.6,68.7,30.6,0.2,0.3,1.8,66.4,1184,1024,72.8,1101.2,13,21.6,33.4,30.1,18.1,23.9,6.10639445300462,39,3146,2188,736,20.4,4316,526,623
"431","Dooly","GA",11749,26.1,62.5,9.9,1.5,49,49.7,0.1,0.9,4.5,34,704,610,73.2,1068.1,3.1,17.3167541380702,26.5083862194016,18.8,21.1,23.1128804587561,6.10639445300462,30,2412,1314,373,17,2378,339,390
"432","Dougherty","GA",94882,29.4,59,10.1,1.5,34.2,63.7,0.2,1.1,1.5,112.8,5455,5004,74.8,985.3,9.7,20.6,34.4,26.6,21.6,24.1,6.5,288,18316,11162,2964,42.2,15106,2738,3666
"433","Douglas","GA",112760,28.4,64.6,6.4,0.7,65.2,31.6,0.4,1.3,4.8,48.8,6559,5765,75.7,1016.2,7.3,15.4,23.8,24.8,10,20.2,5.9,566,11965,7559,1827,25.7,13434,3181,2395
"434","Early","GA",12056,29.2,55.9,12.2,2.7,48.3,50.9,0.1,0.3,1.3,33.2,695,602,75.1,1008.5,10.3,17.3167541380702,26.5083862194016,24.1451888489209,23.3,23.1128804587561,6.1,24,2831,1662,367,16.6,2403,323,396
"435","Echols","GA",4253,27.6,63.8,8.1,0.5,90,8.8,1,0.1,27.3,0,250,223,73.1,909,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,19.3,23.1128804587561,6.10639445300462,11,892,111,38,0,1053,75,155
"436","Effingham","GA",46924,27.7,64.3,7.3,0.8,85,13.3,0.3,0.6,1.8,29.8,2756,2441,75.8,990.4,11.5,19.9,32.1,26.8,9.9,25.6,5.5,98,4913,2911,835,4.3,6265,892,1318
"437","Elbert","GA",20799,24.8,60,13.5,1.7,68.9,30.2,0.2,0.3,3.6,48.1,1267,1056,73.8,1027.1,7.8,32.2,35.3,28.5,16.1,28.1,9.2,56,3158,3071,949,24,4587,709,622
"438","Emanuel","GA",22108,27.5,59.5,11.4,1.6,66.5,32.6,0.2,0.4,5.9,45.2,1302,1159,72.2,1142.5,12.9,20.6,26.5083862194016,24.1451888489209,21.8,23.5,7,32,4964,2860,974,22.6,5349,621,828
"439","Evans","GA",11443,27.8,59.6,10.9,1.7,66.9,32,0.5,0.6,8.7,69.9,672,593,73.5,1092.1,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,20.6,23.1128804587561,6.3,62,2327,1297,347,26.2,2477,245,381
"440","Fannin","GA",21887,21,59.8,17.2,2.1,97.8,0.6,0.4,0.3,1.2,64,1396,1088,75.9,907.8,8,26.6,28.6,29.7,13.2,31.1,7.4,57,3275,3793,852,18.3,4577,492,897
"441","Fayette","GA",104248,25.6,64.4,9,1,78.4,17,0.2,3.2,3.6,112.2,6312,5548,78.9,778.4,6.2,8.6,16.4,19.3,5.2,14.5,4.7,529,10473,8857,960,49.9,5177,2330,3000
"442","Floyd","GA",94198,26.2,60,12,1.8,83.7,13.7,0.3,1.6,6.9,148.6,5640,4839,74.6,1013.5,11.1,23,30.1,30.3,15,22.6,6.2,184,13071,12058,3154,34,17455,2641,3175
"443","Forsyth","GA",140393,28,64.9,6.5,0.6,93.5,2.2,0.3,3,7.5,25.6,8176,6796,77.5,898.5,3.7,6.4,16.3,16.2,5.7,17.6,4.4,622,12676,6644,924,11.4,12960,2325,2996
"444","Franklin","GA",21590,24.4,60.1,13.4,2.1,90,8.8,0.2,0.5,1.5,55.6,1321,1105,75.3,1017.7,7.1,15.8,29.5,20.2,14.6,24.2,6.7,82,2971,3520,806,23.2,4786,600,792
"445","Fulton","GA",915623,26.4,66,6.6,1,51.6,42.9,0.2,4.2,7.2,151.3,54648,45880,74.1,942.8,5,10.9,21,21.3,16.2,16.8,5.4,1732,122672,60684,11782,62.7,96140,26339,22639
"446","Gilmer","GA",27335,24.3,62.1,12.2,1.3,96.5,0.8,0.8,1.3,8.6,51.2,1671,1357,75.9,927,8.7,24.6,33.4,16.1,12.9,31.2,8.5,64,4572,3498,848,18.3,6331,602,955
"447","Glascock","GA",2705,23.3,59.4,14.9,2.5,89.8,9.8,0.1,0,0.4,37,168,134,73.4,952.4,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,13.7,23.1128804587561,6.10639445300462,19,329,468,101,0,636,73,109
"448","Glynn","GA",71874,25.8,59.9,12.5,1.9,72,26,0.3,0.7,4.1,75.1,4326,3627,75.4,929.3,11,14.2,24.2,27.8,14.9,23.5,5,170,10982,9412,1998,43.1,8467,1718,2032
"449","Gordon","GA",50279,26.6,62.5,9.7,1.2,94.4,3.5,0.4,1,12.5,61.7,2986,2489,74.3,1005.3,4.7,23.4,25.3,24,12.1,28.9,9.4,141,7242,5042,1448,25.9,11290,1290,1433
"450","Grady","GA",24466,27.4,60,10.9,1.7,69.4,28.9,0.8,0.5,8.8,36.8,1441,1258,72.9,1026.2,9.6,21.4,34,28.3,19,27.5,7.4,53,4986,2720,800,16.3,4748,550,783
"451","Greene","GA",15693,24.2,59.7,14.4,1.7,58.8,40.3,0.3,0.5,3.5,63.7,963,805,75.5,1039.3,8.8,20.5,26.5083862194016,24.1451888489209,17.8,14.6,5.4,40,2612,2210,548,19.1,3140,467,560
"452","Gwinnett","GA",726273,29,65.2,5.3,0.5,69.5,19.3,0.4,9.2,15.8,53.1,41823,35869,78.3,837.6,5.5,9,22.7,19.2,8.2,19.8,5.1,1678,92558,32496,5263,27.7,58182,17829,15666
"453","Habersham","GA",39603,24.9,61,12.4,1.7,92.6,3.8,0.6,2.4,10.6,50.5,2411,2061,76.4,898.6,6.5,24.6,31.2,20.8,12.1,25,7,142,5281,5157,934,30.3,7607,847,1135
"454","Hall","GA",165771,28.6,62.1,8.4,0.9,90.1,7,0.4,1.8,24.8,65.8,9590,8295,76,930.5,7.9,17.4,28.2,24.8,12,20.9,5.7,421,23560,14391,2882,33.2,30773,3586,3718
"455","Hancock","GA",9643,23.6,63.4,11.6,1.4,23.1,76.6,0.2,0.2,0.6,20.7,597,507,73.4,1142.2,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,23.7,23.1128804587561,6.10639445300462,20,1607,1163,364,0,2455,279,351
"456","Haralson","GA",28338,25.9,60.8,11.9,1.5,93.5,5.5,0.1,0.4,1,52.9,1703,1422,73.3,1060.1,17.1,24,30.7,23.1,14.6,23.1128804587561,7.1,100,3792,3417,1004,17.6,6970,704,1253
"457","Harris","GA",27779,24.1,64.3,10.4,1.2,79.9,18.4,0.4,0.7,1.7,50.4,1709,1417,73.8,900.4,7,9.9,24.5,15.7,8.4,18.3,4.8,60,2815,2486,485,14.4,3973,581,582
"458","Hart","GA",24036,23.8,59.8,14.8,1.5,79.2,19.6,0.1,0.7,1.4,49.9,1482,1198,75.3,974.9,10.6,19.5,24.1,21.8,14.1,29.2,7,104,2884,2976,551,16.6,4773,773,698
"459","Heard","GA",11346,27.7,61.2,9.7,1.5,89,10.3,0.2,0.2,1.4,0,665,570,74.3,1042.1,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,14.8,23.1128804587561,6.10639445300462,38,1709,938,320,8.8,2476,303,478
"460","Henry","GA",167848,28.7,64.6,6,0.7,68.5,27.2,0.3,2.7,4,58.4,9711,8555,76,938.5,7.5,11.3,19.5,25.8,6.6,21.6,5.7,520,13976,10582,2319,16.1,16629,4178,3112
"461","Houston","GA",126163,28.2,61.9,9.1,0.9,69.2,26.9,0.4,2,3.7,62.6,7370,6513,75.7,977.4,9.7,11.8,21.7,24,11.3,25,5,335,13800,10864,2282,38.8,12505,2923,2185
"462","Irwin","GA",10093,27.7,59.3,11.3,1.7,73.7,25.6,0.2,0.5,2.6,19.8,596,526,73,1044.6,9.9,16,26.5083862194016,24.1451888489209,17.4,23.1128804587561,4.7,28,1868,1057,267,9.9,2087,277,305
"463","Jackson","GA",52292,26,63.4,9.3,1.3,90.6,7.1,0.1,1.4,3.8,32.5,3132,2658,74,1039.9,7.3,20.2,28.7,22.1,12.2,21.7,6.5,153,6189,4889,1348,11.5,10948,1087,1496
"464","Jasper","GA",13147,26.5,62.7,9.8,1,76.6,22.7,0.1,0.1,2.7,30.4,784,668,74.6,1028.7,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,13.8,23.1128804587561,6.10639445300462,35,1719,1171,302,15.2,2600,310,379
"465","Jeff Davis","GA",13083,28.1,60.1,10.8,1.1,83.9,15,0.3,0.8,7.3,45.9,763,642,72.9,1172,11.7,22.3,26.5083862194016,24.1451888489209,17.7,23.1128804587561,7.1,39,2495,1492,579,15.3,3091,407,481
"466","Jefferson","GA",16926,29,57.7,11.3,2,43.4,56,0.1,0.3,1.8,59.1,977,844,73.4,1146,8.8,16.7,26.5083862194016,24.1451888489209,20.1,12.8,5.2,32,3551,2379,706,17.7,4428,601,685
"467","Jenkins","GA",8729,27.8,59.1,11.5,1.6,58.1,41.1,0.3,0.3,4.2,45.8,512,455,72.8,1117.9,11,17.3167541380702,26.5083862194016,24.1451888489209,21.9,13.1,6.10639445300462,25,1908,1081,314,11.5,2074,212,330
"468","Johnson","GA",9538,27,59.7,11.6,1.7,60,39.5,0,0.3,1.2,21,570,524,74,1002.3,10.2,17.5,26.5083862194016,24.1451888489209,22.1,16.5,5.7,31,1539,1127,356,21,2270,218,386
"469","Jones","GA",26836,25.7,63.1,10,1.1,75.1,23.3,0.3,0.9,0.9,29.8,1617,1372,75.8,904,7.8,17.3,26.5083862194016,24.1451888489209,10.7,23.1128804587561,6.10639445300462,68,2891,1520,544,7.5,3918,634,677
"470","Lamar","GA",16378,25.4,61.8,11.3,1.5,70.4,28.4,0.2,0.5,1.4,48.8,993,845,74.7,1023.2,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,13.4,23.1128804587561,6.10639445300462,89,2403,1950,518,18.3,3131,509,615
"471","Lanier","GA",7553,26.9,62.5,9.4,1.2,72.9,25.2,0.7,0.5,2.3,39.7,447,391,73.1,1094.9,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,18.7,23.1128804587561,6.10639445300462,40,1337,648,229,0,1592,157,231
"472","Laurens","GA",46896,26.8,60,11.4,1.8,63.4,35.1,0.2,0.9,1.5,113,2783,2367,74.5,979.7,8.4,19.7,31.3,28.8,17.6,22.3,5.6,58,7636,5749,1718,32,9060,1239,1397
"473","Lee","GA",31099,27.3,66.1,6,0.6,81.3,16.7,0.3,1.3,1.3,16.1,1841,1679,74.8,809.3,6.4,10.3,18.3,19.1,9.1,22.2,5.7,87,3272,1444,371,6.4,3637,571,637
"474","Liberty","GA",57544,37.2,57.8,4.5,0.5,49.4,44.5,0.5,2.4,6.9,36.5,2957,3028,74.1,1064.2,4.2,12.8,24.8,26.3,15.1,36.9,6.8,111,11681,2604,844,26.1,3918,1536,1527
"475","Lincoln","GA",8207,23,62.5,13.6,0.9,66.9,32.5,0.4,0.1,0.9,24.4,513,416,73.8,1113.4,4.7,17.3167541380702,26.5083862194016,24.1451888489209,14.9,23.1128804587561,6.10639445300462,39,1341,1162,271,24.4,1663,265,342
"476","Long","GA",11083,31.6,61.7,6.2,0.5,72.6,24,0.7,1.4,9.1,9,615,568,73.5,1074.3,7.4,17.4,26.5083862194016,24.1451888489209,19.3,23.1128804587561,5.1,28,2282,517,156,0,1691,243,314
"477","Lowndes","GA",96705,27.6,62.9,8.4,1.1,63,34.1,0.4,1.4,3,69.3,5692,5434,74.4,1028.9,9.6,13.4,27.7,24,17.7,24.1,5.5,192,14359,9035,2277,40.3,12908,2090,2112
"478","Lumpkin","GA",24324,26.1,63.8,9,1.1,96,1.7,0.7,0.5,4.8,45.2,1467,1392,76.2,962.7,7.4,14.2,22.4,21.4,13.1,27.6,5.4,86,3055,2007,468,12.3,4196,540,632
"479","McDuffie","GA",21743,27.9,60.3,10.5,1.4,60.9,37.9,0.4,0.4,1.7,59.8,1274,1089,72.3,1157.6,12.9,22,26.5083862194016,24.2,17.5,19,7.6,84,3546,2428,678,32.2,4652,752,735
"480","McIntosh","GA",11068,26.7,59.2,12.8,1.3,64.3,34.3,0.4,0.4,1,9,658,541,73.5,1031.9,9.8,23.3,28.8,24.1451888489209,17.4,23.2,7.6,26,2264,1311,462,18.1,2133,280,370
"481","Macon","GA",13745,27.1,60.1,10.8,1.9,39.2,59.5,0.3,0.7,3.7,29.1,813,709,73.2,1118.6,7.81018756895918,19.2,26.5083862194016,24.1451888489209,21,23.1128804587561,7.4,34,2743,1423,431,7.3,3234,472,580
"482","Madison","GA",27289,25.6,63.1,10,1.3,89.7,8.6,0.2,0.7,2.4,25.7,1646,1371,75,1008.9,7.9,17.9,32.9,22,12.8,27.4,7.2,96,3822,3024,947,7.3,5320,660,812
"483","Marion","GA",7244,27.8,61.6,9.2,1.4,64,33.9,0.3,0.9,6.7,13.8,425,366,73.8,1155.5,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,20,23.1128804587561,6.10639445300462,20,1477,581,163,0,1617,174,245
"484","Meriwether","GA",22919,26.6,59.6,11.9,1.8,57.9,41,0.4,0.3,1.3,48,1365,1161,73.4,1069.4,9.3,17.3167541380702,26.5083862194016,24.1451888489209,17.4,23.1128804587561,6.10639445300462,46,3795,2704,711,8.7,5122,771,950
"485","Miller","GA",6228,25.6,57.1,14.6,2.8,71.9,27.7,0.2,0.1,0.7,80.3,376,316,75.1,945.7,6.6,12.7,26.5083862194016,24.1451888489209,19,23.1128804587561,6.10639445300462,22,1114,930,200,32.1,1273,141,171
"486","Mitchell","GA",23791,26.7,61.4,10.5,1.4,51.7,47.1,0.3,0.5,2.6,50.4,1415,1248,72.9,1076.9,12.4,29.3,36.1,27.2,22.3,17.1,7.6,46,4741,2562,719,12.6,5232,601,780
"487","Monroe","GA",23785,25,64.2,9.7,1.1,73,25.6,0.4,0.5,1.8,42,1448,1258,73.3,1057.9,3.7,17.3167541380702,26.5083862194016,24.1451888489209,11.6,23.1128804587561,6.6,60,3033,1999,661,12.6,3464,617,703
"488","Montgomery","GA",8909,26.3,63.1,9.6,0.9,74.4,25,0,0.4,4.5,0,534,503,74,1031.9,11,17.3167541380702,26.5083862194016,24.1451888489209,18.4,11.7,6.10639445300462,36,1540,938,344,0,1561,251,258
"489","Morgan","GA",17492,25.3,61.8,11.2,1.6,73.5,25.4,0.1,0.5,2,34.3,1058,888,77.1,937,3.7,5.4,26.5083862194016,24.1451888489209,12,19.9,4.6,50,2038,2005,431,22.9,3032,396,560
"490","Murray","GA",40812,27.6,63.7,7.9,0.8,97.1,1.3,0.4,0.3,12.2,19.6,2395,2048,74.4,962.9,9.6,27.7,41.8,30.3,12.8,32.3,9,118,5979,3021,1216,4.9,10205,952,1319
"491","Muscogee","GA",185271,29.2,59.1,10.2,1.5,49.3,46.4,0.4,2.3,4,114.4,10673,9640,73.8,1071.7,6.7,17.7,25.3,25.1,16.8,22.1,6.1,857,29325,21263,4620,48,23941,5193,5743
"492","Newton","GA",86713,28.6,62.4,8,1,65.7,32,0.2,1.2,3.2,35.8,5025,4394,74.9,977,6.1,17.8,28.6,29.5,11.2,30.9,7.1,314,8285,6990,1819,18.5,13816,2270,2040
"493","Oconee","GA",29748,27.6,63.5,7.9,1,90.7,6.3,0.2,2.1,3.3,94.1,1752,1550,77.1,801.6,5.3,6.8,24.8,15.6,7.1,16.5,2.9,160,2656,2374,435,20.2,2518,520,709
"494","Oglethorpe","GA",13609,25.4,62.7,10.4,1.5,80.3,18.8,0.1,0.2,2.7,22,823,676,75.5,919,14,17,26.5083862194016,24.1451888489209,12.4,21.2,6,31,1695,921,275,14.7,2567,327,355
"495","Paulding","GA",112411,30.1,64.3,5.1,0.5,84.8,12.9,0.3,0.7,3.6,5.3,6373,5573,75.9,983.1,6.6,14.2,28.7,23.1,6.8,27.6,7,359,9423,4175,1106,9.8,13361,2446,2207
"496","Peach","GA",24794,26.4,62.7,9.7,1.2,55.5,43.4,0.3,0.4,4.8,52.4,1485,1421,72.8,1090.5,12.6,21.8,26.5083862194016,24.1451888489209,18.8,20.2,7.6,164,3999,3022,929,28.2,3992,768,644
"497","Pickens","GA",28442,23.2,62.6,13,1.2,97,1.6,0.4,0.4,2.7,56.3,1766,1424,76.4,946.3,8.2,15.9,19.8,22.4,10.2,24.3,5.9,123,3068,3132,482,14.1,5878,554,739
"498","Pierce","GA",17119,25.7,62,11.1,1.3,88.1,10.7,0.3,0.4,2.8,46.7,1031,891,73.3,1092.9,5.4,27.3,24.8,24.1451888489209,16.5,32.1,7.5,50,2857,2037,766,17.5,3360,388,701
"499","Pike","GA",16128,25.8,63.4,9.5,1.3,86.5,12.5,0.2,0.5,1.4,12.4,972,838,74.7,1009.5,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,10.5,23.1128804587561,6.10639445300462,74,1740,1649,407,0,2615,420,436
"500","Polk","GA",40479,27.3,59.9,11.1,1.7,85.5,13.1,0.3,0.7,10,32.1,2385,2022,73.3,1098.7,10.6,24.2,30.3,17.9,14.6,25.8,6.7,130,6406,5268,1585,27.2,9615,1052,1405
"501","Pulaski","GA",9737,23.6,62.9,11.8,1.7,66.3,32.4,0.3,0.7,4.4,102.7,602,488,74.5,1093.6,7.3,15,23,27.7,16.8,17.8,6.9,39,1513,1300,312,30.8,1790,253,291
"502","Putnam","GA",19829,23.2,60.9,14.7,1.3,71,27.8,0.2,0.7,3.8,30.3,1232,991,74.6,951.2,9.3,17.7,26.5083862194016,24.1451888489209,13.6,23.1128804587561,7,58,3004,2543,467,10.1,3353,547,626
"503","Quitman","GA",2467,25,57.6,15.2,2.1,54.6,45.1,0.1,0,1.3,0,150,121,72.3,1024.6,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,20,23.1128804587561,6.10639445300462,16,563,465,125,0,707,64,91
"504","Rabun","GA",16087,22.2,59.5,16.4,1.9,97.2,1.3,0.4,0.5,7.1,49.7,1012,801,76.9,901.9,7.7,21.5,26.5083862194016,19.8,12.1,23.1128804587561,7.5,43,2266,2616,443,18.6,2804,352,564
"505","Randolph","GA",7310,28.6,56.2,13,2.1,39,60.1,0.4,0.4,1.5,27.4,426,385,72.3,1222.1,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,23.6,23.1128804587561,6.10639445300462,17,1701,1068,249,13.7,1706,210,212
"506","Richmond","GA",195769,29,60,9.8,1.2,43.7,52.7,0.3,1.7,2.6,153.8,11316,10262,72.7,1129.7,9.3,18,30.6,27.7,18.6,27.3,6.4,604,34098,20150,6218,111.9,26394,6444,5305
"507","Rockdale","GA",78545,27.9,62.9,8.4,0.9,62.2,34.4,0.3,2.1,8.5,86.6,4609,4062,76.4,951,11.6,13.9,21.5,22.9,10.9,17.1,4.9,601,9397,6544,1258,36.9,8762,2261,1759
"508","Schley","GA",4122,27.7,61.6,9.4,1.3,72.8,26.6,0,0.3,2.3,24.3,242,210,73.8,1176,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,15.4,23.1128804587561,6.10639445300462,25,733,401,102,0,790,114,142
